Router Solicitation from 00:00:00:00:00:01
Router Solicitation from 00:00:00:00:00:02
Router Solicitation from 00:00:00:00:00:01
Router Solicitation from 00:00:00:00:00:02
5001 → 5001 [ACK] Seq=95701 Ack=1 Win=29200 Len=1428 TSval=1332 TSecr=1318
5001 → 5001 [ACK] Seq=97129 Ack=1 Win=29200 Len=1428 TSval=1332 TSecr=1318
5001 → 5001 [ACK] Seq=98557 Ack=1 Win=29200 Len=1428 TSval=1332 TSecr=1318
5001 → 5001 [PSH, ACK] Seq=99985 Ack=1 Win=29200 Len=1428 TSval=1333 TSecr=1318
5001 → 5001 [ACK] Seq=1 Ack=81421 Win=42232 Len=0 TSval=1331 TSecr=1322
5001 → 5001 [ACK] Seq=1 Ack=84277 Win=42232 Len=0 TSval=1332 TSecr=1322
49078 → 5001 [ACK] Seq=24277 Ack=1 Win=29200 Len=1428 TSval=1339 TSecr=1328
49078 → 5001 [ACK] Seq=25705 Ack=1 Win=29200 Len=1428 TSval=1339 TSecr=1328
5001 → 5001 [ACK] Seq=1 Ack=87133 Win=42232 Len=0 TSval=1333 TSecr=1322
49078 → 5001 [ACK] Seq=27133 Ack=1 Win=29200 Len=1428 TSval=1339 TSecr=1328
49078 → 5001 [PSH, ACK] Seq=28561 Ack=1 Win=29200 Len=1124 TSval=1339 TSecr=1328
49078 → 5001 [ACK] Seq=29685 Ack=1 Win=29200 Len=1428 TSval=1339 TSecr=1328
5001 → 5001 [ACK] Seq=1 Ack=89989 Win=42232 Len=0 TSval=1334 TSecr=1322
49078 → 5001 [ACK] Seq=31113 Ack=1 Win=29200 Len=1428 TSval=1339 TSecr=1328
49078 → 5001 [ACK] Seq=32541 Ack=1 Win=29200 Len=1428 TSval=1339 TSecr=1328
5001 → 5001 [ACK] Seq=1 Ack=92845 Win=42232 Len=0 TSval=1335 TSecr=1322
5001 → 5001 [ACK] Seq=101413 Ack=1 Win=29200 Len=1428 TSval=1339 TSecr=1332
5001 → 5001 [ACK] Seq=102841 Ack=1 Win=29200 Len=1428 TSval=1339 TSecr=1332
5001 → 5001 [ACK] Seq=1 Ack=95701 Win=42232 Len=0 TSval=1337 TSecr=1322
5001 → 5001 [ACK] Seq=104269 Ack=1 Win=29200 Len=1428 TSval=1339 TSecr=1332
5001 → 5001 [PSH, ACK] Seq=105697 Ack=1 Win=29200 Len=1428 TSval=1341 TSecr=1332
5001 → 49078 [ACK] Seq=1 Ack=15709 Win=42232 Len=0 TSval=1340 TSecr=1332
5001 → 49078 [ACK] Seq=1 Ack=17137 Win=42232 Len=0 TSval=1341 TSecr=1332
5001 → 49078 [ACK] Seq=1 Ack=18565 Win=42232 Len=0 TSval=1341 TSecr=1332
49078 → 5001 [ACK] Seq=33969 Ack=1 Win=29200 Len=1428 TSval=1349 TSecr=1341
5001 → 49078 [ACK] Seq=1 Ack=19993 Win=42232 Len=0 TSval=1342 TSecr=1332
49078 → 5001 [ACK] Seq=35397 Ack=1 Win=29200 Len=1428 TSval=1349 TSecr=1341
49078 → 5001 [ACK] Seq=36825 Ack=1 Win=29200 Len=1428 TSval=1349 TSecr=1341
5001 → 49078 [ACK] Seq=1 Ack=22849 Win=42232 Len=0 TSval=1343 TSecr=1332
49078 → 5001 [ACK] Seq=38253 Ack=1 Win=29200 Len=1428 TSval=1349 TSecr=1341
49078 → 5001 [ACK] Seq=39681 Ack=1 Win=29200 Len=1428 TSval=1349 TSecr=1341
5001 → 5001 [ACK] Seq=107125 Ack=1 Win=29200 Len=1428 TSval=1349 TSecr=1337
5001 → 5001 [ACK] Seq=1 Ack=98557 Win=42232 Len=0 TSval=1345 TSecr=1332
5001 → 5001 [ACK] Seq=108553 Ack=1 Win=29200 Len=1428 TSval=1349 TSecr=1337
5001 → 5001 [ACK] Seq=109981 Ack=1 Win=29200 Len=1428 TSval=1349 TSecr=1337
5001 → 5001 [ACK] Seq=1 Ack=101413 Win=42232 Len=0 TSval=1346 TSecr=1332
5001 → 5001 [ACK] Seq=111409 Ack=1 Win=29200 Len=1428 TSval=1349 TSecr=1337
5001 → 5001 [ACK] Seq=112837 Ack=1 Win=29200 Len=1428 TSval=1349 TSecr=1337
5001 → 5001 [PSH, ACK] Seq=114265 Ack=1 Win=29200 Len=1428 TSval=1350 TSecr=1337
5001 → 49078 [ACK] Seq=1 Ack=25705 Win=42232 Len=0 TSval=1347 TSecr=1332
5001 → 49078 [ACK] Seq=1 Ack=28561 Win=42232 Len=0 TSval=1349 TSecr=1339
49078 → 5001 [ACK] Seq=41109 Ack=1 Win=29200 Len=1428 TSval=1356 TSecr=1349
5001 → 49078 [ACK] Seq=1 Ack=29685 Win=42232 Len=0 TSval=1349 TSecr=1339
49078 → 5001 [ACK] Seq=42537 Ack=1 Win=29200 Len=1428 TSval=1356 TSecr=1349
49078 → 5001 [ACK] Seq=43965 Ack=1 Win=29200 Len=1428 TSval=1356 TSecr=1349
5001 → 49078 [ACK] Seq=1 Ack=32541 Win=42232 Len=0 TSval=1350 TSecr=1339
49078 → 5001 [ACK] Seq=45393 Ack=1 Win=29200 Len=1428 TSval=1356 TSecr=1349
49078 → 5001 [ACK] Seq=46821 Ack=1 Win=29200 Len=1428 TSval=1356 TSecr=1349
49078 → 5001 [ACK] Seq=48249 Ack=1 Win=29200 Len=1428 TSval=1356 TSecr=1349
5001 → 5001 [ACK] Seq=1 Ack=104269 Win=42232 Len=0 TSval=1352 TSecr=1339
49078 → 5001 [ACK] Seq=49677 Ack=1 Win=29200 Len=1428 TSval=1356 TSecr=1349
49078 → 5001 [ACK] Seq=51105 Ack=1 Win=29200 Len=1428 TSval=1356 TSecr=1349
5001 → 5001 [ACK] Seq=1 Ack=107125 Win=42232 Len=0 TSval=1353 TSecr=1339
49078 → 5001 [ACK] Seq=52533 Ack=1 Win=29200 Len=1428 TSval=1356 TSecr=1349
49078 → 5001 [ACK] Seq=53961 Ack=1 Win=29200 Len=1428 TSval=1356 TSecr=1349
5001 → 5001 [PSH, ACK] Seq=115693 Ack=1 Win=29200 Len=1428 TSval=1357 TSecr=1346
5001 → 49078 [ACK] Seq=1 Ack=35397 Win=42232 Len=0 TSval=1357 TSecr=1339
5001 → 49078 [ACK] Seq=1 Ack=38253 Win=42232 Len=0 TSval=1358 TSecr=1349
49078 → 5001 [ACK] Seq=55389 Ack=1 Win=29200 Len=1428 TSval=1366 TSecr=1358
49078 → 5001 [ACK] Seq=56817 Ack=1 Win=29200 Len=1428 TSval=1366 TSecr=1358
5001 → 49078 [ACK] Seq=1 Ack=41109 Win=42232 Len=0 TSval=1359 TSecr=1349
49078 → 5001 [ACK] Seq=58245 Ack=1 Win=29200 Len=1428 TSval=1366 TSecr=1358
49078 → 5001 [ACK] Seq=59673 Ack=1 Win=29200 Len=1428 TSval=1366 TSecr=1358
5001 → 5001 [ACK] Seq=1 Ack=109981 Win=42232 Len=0 TSval=1361 TSecr=1349
49078 → 5001 [ACK] Seq=61101 Ack=1 Win=29200 Len=1428 TSval=1366 TSecr=1358
49078 → 5001 [ACK] Seq=62529 Ack=1 Win=29200 Len=1428 TSval=1366 TSecr=1358
5001 → 5001 [ACK] Seq=1 Ack=112837 Win=42232 Len=0 TSval=1362 TSecr=1349
49078 → 5001 [ACK] Seq=63957 Ack=1 Win=29200 Len=1428 TSval=1366 TSecr=1358
49078 → 5001 [ACK] Seq=65385 Ack=1 Win=29200 Len=1428 TSval=1366 TSecr=1358
5001 → 5001 [ACK] Seq=1 Ack=115693 Win=42232 Len=0 TSval=1363 TSecr=1349
49078 → 5001 [ACK] Seq=66813 Ack=1 Win=29200 Len=1428 TSval=1366 TSecr=1358
49078 → 5001 [ACK] Seq=68241 Ack=1 Win=29200 Len=1428 TSval=1366 TSecr=1358
5001 → 5001 [PSH, ACK] Seq=117121 Ack=1 Win=29200 Len=1428 TSval=1367 TSecr=1353
5001 → 49078 [ACK] Seq=1 Ack=43965 Win=42232 Len=0 TSval=1365 TSecr=1356
5001 → 49078 [ACK] Seq=1 Ack=46821 Win=42232 Len=0 TSval=1366 TSecr=1356
49078 → 5001 [ACK] Seq=69669 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1366
49078 → 5001 [ACK] Seq=71097 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1366
5001 → 49078 [ACK] Seq=1 Ack=49677 Win=42232 Len=0 TSval=1367 TSecr=1356
49078 → 5001 [ACK] Seq=72525 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1366
49078 → 5001 [ACK] Seq=73953 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1366
5001 → 49078 [ACK] Seq=1 Ack=52533 Win=42232 Len=0 TSval=1369 TSecr=1356
49078 → 5001 [ACK] Seq=75381 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1366
49078 → 5001 [ACK] Seq=76809 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1366
